Expressao,GrupoMultiplo,IndicaNaoOSC,SubGrupo,Motivo,Check
^ASSOCIACAO DE PAIS MESTRES,8,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO P M ,8,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO P E M,8,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO P M ,8,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO P P,8,1,1,CAIXAS ESCOLARES e similares,
^ASSOCIACAO PAIS,8,1,1,CAIXAS ESCOLARES e similares,
ASSOCIACAO DE PAIS E MEST^CONSELHO,8,1,1,CAIXAS ESCOLARES e similares,
^CONCELHO,8,1,1,CAIXAS ESCOLARES e similares,
^0 CONSELHO,8,1,1,CAIXAS ESCOLARES e similares,
^C0NSELHO,8,1,1,CAIXAS ESCOLARES e similares,
^UNIDADE EXECUTORA PROPRIA,8,1,1,CAIXAS ESCOLARES e similares,
^UEX,8,1,1,CAIXAS ESCOLARES e similares,
 CIEP,8,1,2,CAIXAS ESCOLARES e similares,
 CEI ,8,1,2,CAIXAS ESCOLARES e similares,
 CMEI ,8,1,2,CAIXAS ESCOLARES e similares,
 CRECHE ,8,1,2,CAIXAS ESCOLARES e similares,
 E I ,8,1,2,CAIXAS ESCOLARES e similares,
 EB ,8,1,2,CAIXAS ESCOLARES e similares,
 EEM ,8,1,2,CAIXAS ESCOLARES e similares,
ADULTOS SUPL,8,1,2,CAIXAS ESCOLARES e similares,
APM DA ESC,8,1,2,CAIXAS ESCOLARES e similares,
^APM DA EE,8,1,2,CAIXAS ESCOLARES e similares,
^APM DA E E ,8,1,2,CAIXAS ESCOLARES e similares,
^APM DA ESSCOLA,8,1,2,CAIXAS ESCOLARES e similares,
^APM ETAE,8,1,2,CAIXAS ESCOLARES e similares,
^APM DA ETE,8,1,2,CAIXAS ESCOLARES e similares,
C E I,8,1,2,CAIXAS ESCOLARES e similares,
C E MAESTRO,8,1,2,CAIXAS ESCOLARES e similares,
C EDUC,8,1,2,CAIXAS ESCOLARES e similares,
COLEGIO DR,8,1,2,CAIXAS ESCOLARES e similares,
POLO DE APOIO P,8,1,2,CAIXAS ESCOLARES e similares,
CENTRO DE ATEN INF,8,1,2,CAIXAS ESCOLARES e similares,
CENTRO DE EDUC\\.,8,1,2,CAIXAS ESCOLARES e similares,
CENTRO EDUCATIVO,8,1,2,CAIXAS ESCOLARES e similares,
CENTRO INFANTIL,8,1,2,CAIXAS ESCOLARES e similares,
CENTRO INTERESC,8,1,2,CAIXAS ESCOLARES e similares,
CENTRO DE EDUCACO INF,8,1,2,CAIXAS ESCOLARES e similares,
COL ACAD,8,1,2,CAIXAS ESCOLARES e similares,
COL ANGLO,8,1,2,CAIXAS ESCOLARES e similares,
COL EST,8,1,2,CAIXAS ESCOLARES e similares,
COLEGIO AGRIC,8,1,2,CAIXAS ESCOLARES e similares,
COLEGIO EST,8,1,2,CAIXAS ESCOLARES e similares,
COLEGIO MUND PEDRO II,8,1,2,CAIXAS ESCOLARES e similares,
D\\. PEDRO II,8,1,2,CAIXAS ESCOLARES e similares,
D\\.PEDRO II,8,1,2,CAIXAS ESCOLARES e similares,
DA C FAVINHO,8,1,2,CAIXAS ESCOLARES e similares,
DA E\\.E\\.,8,1,2,CAIXAS ESCOLARES e similares,
 DA EE ,8,1,2,CAIXAS ESCOLARES e similares,
DA E E PROF,8,1,2,CAIXAS ESCOLARES e similares,
DA E E P G,8,1,2,CAIXAS ESCOLARES e similares,
DA EEPG,8,1,2,CAIXAS ESCOLARES e similares,
DA E R ,8,1,2,CAIXAS ESCOLARES e similares,
DA EEB ,8,1,2,CAIXAS ESCOLARES e similares,
DA EEBT ,8,1,2,CAIXAS ESCOLARES e similares,
DA ER ,8,1,2,CAIXAS ESCOLARES e similares,
DA ESC ,8,1,2,CAIXAS ESCOLARES e similares,
DA E E M E F,8,1,2,CAIXAS ESCOLARES e similares,
DA E M E I,8,1,2,CAIXAS ESCOLARES e similares,
DA E E SPG,8,1,2,CAIXAS ESCOLARES e similares,
DA EEPG ,8,1,2,CAIXAS ESCOLARES e similares,
DA EMEB,8,1,2,CAIXAS ESCOLARES e similares,
DOM PEDRO II,8,1,2,CAIXAS ESCOLARES e similares,
E E 1 G,8,1,2,CAIXAS ESCOLARES e similares,
CONSELHO ESC,8,1,2,CAIXAS ESCOLARES e similares,
EEF PADRE,8,1,2,CAIXAS ESCOLARES e similares,
CENTRO MUNICIPAL INF,8,1,2,CAIXAS ESCOLARES e similares,
ESCOLA RURAL,8,1,2,CAIXAS ESCOLARES e similares,
POLO UAB,8,1,2,CAIXAS ESCOLARES e similares,
E E DE 1 E 2 G,8,1,2,CAIXAS ESCOLARES e similares,
E E DE 1 G,8,1,2,CAIXAS ESCOLARES e similares,
E E E F,8,1,2,CAIXAS ESCOLARES e similares,
E E E I,8,1,2,CAIXAS ESCOLARES e similares,
E EST,8,1,2,CAIXAS ESCOLARES e similares,
E ISOLADA,8,1,2,CAIXAS ESCOLARES e similares,
E M E F,8,1,2,CAIXAS ESCOLARES e similares,
E M E I,8,1,2,CAIXAS ESCOLARES e similares,
E MUN,8,1,2,CAIXAS ESCOLARES e similares,
E\\. EST,8,1,2,CAIXAS ESCOLARES e similares,
E\\. M\\. E\\. F,8,1,2,CAIXAS ESCOLARES e similares,
E\\. M\\. E\\. I,8,1,2,CAIXAS ESCOLARES e similares,
E\\. MUN,8,1,2,CAIXAS ESCOLARES e similares,
E\\.E ,8,1,2,CAIXAS ESCOLARES e similares,
 E\\. E\\. ,8,1,2,CAIXAS ESCOLARES e similares,
E\\.EST,8,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.E\\.F,8,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.E\\.I,8,1,2,CAIXAS ESCOLARES e similares,
E\\.MUN,8,1,2,CAIXAS ESCOLARES e similares,
EBM ,8,1,2,CAIXAS ESCOLARES e similares,
ECOLA REUNIDA,8,1,2,CAIXAS ESCOLARES e similares,
EDUCACAO INFANTIL,8,1,2,CAIXAS ESCOLARES e similares,
EEB\\.,8,1,2,CAIXAS ESCOLARES e similares,
EEEF,8,1,2,CAIXAS ESCOLARES e similares,
EMEF,8,1,2,CAIXAS ESCOLARES e similares,
EMEI,8,1,2,CAIXAS ESCOLARES e similares,
EMF,8,1,2,CAIXAS ESCOLARES e similares,
ENS MED,8,1,2,CAIXAS ESCOLARES e similares,
ENSINO MUNICIPAL,8,1,2,CAIXAS ESCOLARES e similares,
ENSINO SUPL,8,1,2,CAIXAS ESCOLARES e similares,
ERM ,8,1,2,CAIXAS ESCOLARES e similares,
ESC E ,8,1,2,CAIXAS ESCOLARES e similares,
ESC EST,8,1,2,CAIXAS ESCOLARES e similares,
ESC EST,8,1,2,CAIXAS ESCOLARES e similares,
ESC M ,8,1,2,CAIXAS ESCOLARES e similares,
ESC MUN,8,1,2,CAIXAS ESCOLARES e similares,
ESC\\. BASICA,8,1,2,CAIXAS ESCOLARES e similares,
ESC\\. E,8,1,2,CAIXAS ESCOLARES e similares,
ESC\\. EST,8,1,2,CAIXAS ESCOLARES e similares,
ESC\\. M ,8,1,2,CAIXAS ESCOLARES e similares,
ESC\\. MUN,8,1,2,CAIXAS ESCOLARES e similares,
ESC\\.BASICA,8,1,2,CAIXAS ESCOLARES e similares,
ESC\\.EDUC,8,1,2,CAIXAS ESCOLARES e similares,
ESC\\.EST,8,1,2,CAIXAS ESCOLARES e similares,
ESC\\.MUN,8,1,2,CAIXAS ESCOLARES e similares,
ESCOLA EST,8,1,2,CAIXAS ESCOLARES e similares,
ESC RURAL,8,1,2,CAIXAS ESCOLARES e similares,
ESCOLA F AGRICOLA,8,1,2,CAIXAS ESCOLARES e similares,
ESCOLA ISO,8,1,2,CAIXAS ESCOLARES e similares,
ESCOLA MUN,8,1,2,CAIXAS ESCOLARES e similares,
ESOLA BAS,8,1,2,CAIXAS ESCOLARES e similares,
GIN MADRE,8,1,2,CAIXAS ESCOLARES e similares,
GRUPO ESC\\.,8,1,2,CAIXAS ESCOLARES e similares,
J INF,8,1,2,CAIXAS ESCOLARES e similares,
JARD INF,8,1,2,CAIXAS ESCOLARES e similares,
MACHADO DE ASSIS,8,1,2,CAIXAS ESCOLARES e similares,
MOISES UMBELINO,8,1,2,CAIXAS ESCOLARES e similares,
NEI MARIA,8,1,2,CAIXAS ESCOLARES e similares,
PRECOM VALADA,8,1,2,CAIXAS ESCOLARES e similares,
PROF COL ,8,1,2,CAIXAS ESCOLARES e similares,
PROF ELIAS,8,1,2,CAIXAS ESCOLARES e similares,
PROFESSORA IOLANDA,8,1,2,CAIXAS ESCOLARES e similares,
REDE DE ENS,8,1,2,CAIXAS ESCOLARES e similares,
DA ESCOLA ,8,1,2,CAIXAS ESCOLARES e similares,
CENTRO DE EST,8,1,2,CAIXAS ESCOLARES e similares,
UNIDADE EDUCESC\\.RURAIS,8,1,2,CAIXAS ESCOLARES e similares,
UNIDADE ESC,8,1,2,CAIXAS ESCOLARES e similares,
^A\\. E\\. E\\. A\\. ,8,0,.,CAIXAS ESCOLARES e similares,
^CO DEL,9,1,1,CAIXAS ESCOLARES e similares,
^CO ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CO\\. ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CO\\.ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CON DEL,9,1,1,CAIXAS ESCOLARES e similares,
^CON ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CON\\. ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CON\\.ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CONS D ,9,1,1,CAIXAS ESCOLARES e similares,
^CONS DEL,9,1,1,CAIXAS ESCOLARES e similares,
^CONS E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONS ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CONS\\. E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONS\\. ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CONS\\.E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONS\\.ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CONSE D ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSE DEL,9,1,1,CAIXAS ESCOLARES e similares,
^CONSE E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSE E\\.,9,1,1,CAIXAS ESCOLARES e similares,
^CONSE ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CONSE\\. ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CONSE\\.E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSE\\.ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CONSEL D ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSEL DEL,9,1,1,CAIXAS ESCOLARES e similares,
^CONSEL E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSEL E\\.,9,1,1,CAIXAS ESCOLARES e similares,
^CONSEL ESCO,9,1,1,CAIXAS ESCOLARES e similares,
^CONSEL\\. E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSEL\\. ESCO,9,1,1,CAIXAS ESCOLARES e similares,
^CONSEL\\.E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSEL\\.ESCO,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELH D ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELH DEL,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELH E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELH ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO D ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO DA ASSOCIACAO DE PAIS,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO DA UNIDADE EXECUTORA,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO DEL,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO E E ,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO E\\.,9,1,1,CAIXAS ESCOLARES e similares,
CONSELHO ESCOLAR,9,1,1,CAIXAS ESCOLARES e similares,
CONSELHO DE ESC,9,1,1,CAIXAS ESCOLARES e similares,
CONSELHO DA ESC,9,1,1,CAIXAS ESCOLARES e similares,
^CONSELHO ESC,9,1,1,CAIXAS ESCOLARES e similares,
C D C,9,1,1,CAIXAS ESCOLARES e similares,
C D DA ,9,1,1,CAIXAS ESCOLARES e similares,
CONSELHOESCOLAR,9,1,1,CAIXAS ESCOLARES e similares,
 CIEP ,9,1,2,CAIXAS ESCOLARES e similares,
 EIPG ,9,1,2,CAIXAS ESCOLARES e similares,
 EMPG ,9,1,2,CAIXAS ESCOLARES e similares,
 UMEI ,9,1,2,CAIXAS ESCOLARES e similares,
C EDUCACAO,9,1,2,CAIXAS ESCOLARES e similares,
CENTRO DE EDUCACAO DE JOVENS E ADULTOS,9,1,2,CAIXAS ESCOLARES e similares,
 CMEI ,9,1,2,CAIXAS ESCOLARES e similares,
COLEGIO MUN,9,1,2,CAIXAS ESCOLARES e similares,
COM ESC,9,1,2,CAIXAS ESCOLARES e similares,
COM\\. ESC,9,1,2,CAIXAS ESCOLARES e similares,
COM\\.ESC,9,1,2,CAIXAS ESCOLARES e similares,
COMN ESC,9,1,2,CAIXAS ESCOLARES e similares,
COMU\\. ESC,9,1,2,CAIXAS ESCOLARES e similares,
COMUD ESC,9,1,2,CAIXAS ESCOLARES e similares,
COMUN DA E MCOMUN ESC,9,1,2,CAIXAS ESCOLARES e similares,
COMUND ESC,9,1,2,CAIXAS ESCOLARES e similares,
COMUNID ESC,9,1,2,CAIXAS ESCOLARES e similares,
COMUNID\\. ESC,9,1,2,CAIXAS ESCOLARES e similares,
COMUNIDADE ADM,9,1,2,CAIXAS ESCOLARES e similares,
COMUNIDADE DA E M ,9,1,2,CAIXAS ESCOLARES e similares,
COMUNIDADE DA EM ,9,1,2,CAIXAS ESCOLARES e similares,
COMUNIDADE DA ESC,9,1,2,CAIXAS ESCOLARES e similares,
COMUNIDADE DO CEI,9,1,2,CAIXAS ESCOLARES e similares,
COMUNIDADE ESC,9,1,2,CAIXAS ESCOLARES e similares,
CRECHE,9,1,2,CAIXAS ESCOLARES e similares,
D PEDRO II,9,1,2,CAIXAS ESCOLARES e similares,
D\\. PEDRO II,9,1,2,CAIXAS ESCOLARES e similares,
D\\.PEDRO II,9,1,2,CAIXAS ESCOLARES e similares,
DOM PEDRO II,9,1,2,CAIXAS ESCOLARES e similares,
E B HILDA,9,1,2,CAIXAS ESCOLARES e similares,
E E 1 GRAU,9,1,2,CAIXAS ESCOLARES e similares,
E E DE 1 E 2 GRAUS,9,1,2,CAIXAS ESCOLARES e similares,
E E DE 1 GRAU,9,1,2,CAIXAS ESCOLARES e similares,
E E DE 1\\.GRAU,9,1,2,CAIXAS ESCOLARES e similares,
E E DE SUPLENCIA,9,1,2,CAIXAS ESCOLARES e similares,
E E ELOI,9,1,2,CAIXAS ESCOLARES e similares,
E E E F,9,1,2,CAIXAS ESCOLARES e similares,
E E E I,9,1,2,CAIXAS ESCOLARES e similares,
E E P G,9,1,2,CAIXAS ESCOLARES e similares,
E EST,9,1,2,CAIXAS ESCOLARES e similares,
E M E F,9,1,2,CAIXAS ESCOLARES e similares,
E M E I,9,1,2,CAIXAS ESCOLARES e similares,
E M P G,9,1,2,CAIXAS ESCOLARES e similares,
E MUN,9,1,2,CAIXAS ESCOLARES e similares,
E\\. EST,9,1,2,CAIXAS ESCOLARES e similares,
E\\. M\\. E\\. F,9,1,2,CAIXAS ESCOLARES e similares,
E\\. M\\. E\\. I,9,1,2,CAIXAS ESCOLARES e similares,
E\\. MUN,9,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\. PROF,9,1,2,CAIXAS ESCOLARES e similares,
E\\.E\\.P\\.S\\.G\\.,9,1,2,CAIXAS ESCOLARES e similares,
E\\.EST,9,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\. PROF,9,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.E\\.F,9,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.E\\.I,9,1,2,CAIXAS ESCOLARES e similares,
E\\.M\\.P\\.G\\.,9,1,2,CAIXAS ESCOLARES e similares,
E\\.MUN,9,1,2,CAIXAS ESCOLARES e similares,
EDUCACAO INFANTIL,9,1,2,CAIXAS ESCOLARES e similares,
EDUCACAO PUBLICA,9,1,2,CAIXAS ESCOLARES e similares,
EEEF,9,1,2,CAIXAS ESCOLARES e similares,
EEPG,9,1,2,CAIXAS ESCOLARES e similares,
EEPSG,9,1,2,CAIXAS ESCOLARES e similares,
EES 1\\.E 2\\. GRAU,9,1,2,CAIXAS ESCOLARES e similares,
EESPSG,9,1,2,CAIXAS ESCOLARES e similares,
EMEF,9,1,2,CAIXAS ESCOLARES e similares,
EMEI,9,1,2,CAIXAS ESCOLARES e similares,
EPSG ,9,1,2,CAIXAS ESCOLARES e similares,
ESC DE 1 E 2 GRAU,9,1,2,CAIXAS ESCOLARES e similares,
ESC E ,9,1,2,CAIXAS ESCOLARES e similares,
ESC EST,9,1,2,CAIXAS ESCOLARES e similares,
ESC LUCIENE,9,1,2,CAIXAS ESCOLARES e similares,
ESC M ,9,1,2,CAIXAS ESCOLARES e similares,
ESC MUN,9,1,2,CAIXAS ESCOLARES e similares,
ESC\\. E,9,1,2,CAIXAS ESCOLARES e similares,
ESC\\. EST,9,1,2,CAIXAS ESCOLARES e similares,
ESC\\. M ,9,1,2,CAIXAS ESCOLARES e similares,
ESC\\. MUN,9,1,2,CAIXAS ESCOLARES e similares,
ESC\\.DE EDUC,9,1,2,CAIXAS ESCOLARES e similares,
ESC\\.EST,9,1,2,CAIXAS ESCOLARES e similares,
ESC\\.MUN,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA 19,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA ANGELO,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA DE I E II,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA DE PRIMEIRO GRAU,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA ESPECIAL MUN,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA EST,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA MONTEIRO,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA MUN,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA PUBLICA MUNICIPAL,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA RUR,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLA VINICIUS,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLAR DA COM,9,1,2,CAIXAS ESCOLARES e similares,
ESCOLAR$,9,1,2,CAIXAS ESCOLARES e similares,
ESOLA MUNICI,9,1,2,CAIXAS ESCOLARES e similares,
ESPACO DE DESENVOLVIMENTO INF,9,1,2,CAIXAS ESCOLARES e similares,
ESPACO DE DESENVOLVIMENTO INF,9,1,2,CAIXAS ESCOLARES e similares,
ESPACO DE DESNVOLVIMENTO INFANTIL,9,1,2,CAIXAS ESCOLARES e similares,
ESTADUAL 1 GRAU,9,1,2,CAIXAS ESCOLARES e similares,
PEDRO ALVARES,9,1,2,CAIXAS ESCOLARES e similares,
PROINFANTIL,9,1,2,CAIXAS ESCOLARES e similares,
SYLVINO CHINELATTO,9,1,2,CAIXAS ESCOLARES e similares,
UNIDADE ESCOLAR,9,1,2,CAIXAS ESCOLARES e similares,
 ASSOC COM ESC DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^\\(AEC\\),10,1,1,CAIXAS ESCOLARES e similares,
^\\(APP\\),10,1,1,CAIXAS ESCOLARES e similares,
^A A E C E ,10,1,1,CAIXAS ESCOLARES e similares,
^A A E CE ,10,1,1,CAIXAS ESCOLARES e similares,
^A A E DO CIEP,10,1,1,CAIXAS ESCOLARES e similares,
^A A E E ,10,1,1,CAIXAS ESCOLARES e similares,
^A A E EECOLA,10,1,1,CAIXAS ESCOLARES e similares,
^A A E ESCOLA ,10,1,1,CAIXAS ESCOLARES e similares,
^A A E J \\. I,10,1,1,CAIXAS ESCOLARES e similares,
^A A E NACAO YA,10,1,1,CAIXAS ESCOLARES e similares,
^A A E NACAO,10,1,1,CAIXAS ESCOLARES e similares,
^A A ESCOLA EST,10,1,1,CAIXAS ESCOLARES e similares,
^A A ESCOLA MUNICIPAL,10,1,1,CAIXAS ESCOLARES e similares,
^A A JARDIM DE INFANCIA,10,1,1,CAIXAS ESCOLARES e similares,
^A DE PAIS E MEST DA ESC EST,10,1,1,CAIXAS ESCOLARES e similares,
^A DE PAIS E MESTRES DA E E,10,1,1,CAIXAS ESCOLARES e similares,
^A E C JARDIM DE INFANCIA,10,1,1,CAIXAS ESCOLARES e similares,
^A P M C - I - CENTRO MUNICIPAL,10,1,1,CAIXAS ESCOLARES e similares,
^A P M C CENTRO DE EDUC,10,1,1,CAIXAS ESCOLARES e similares,
^A P M C DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DA C,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DA E E,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DA E M,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DA EEPG,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DA EM,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DA ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DA UNIDADE ESCOLAR,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DAS ESCOLAS,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DO C\\.M\\.E\\.I,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DO CEFAM,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DO CEMEB,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DO CENTRO DE,10,1,1,CAIXAS ESCOLARES e similares,
^A P M DO NUCLEO,10,1,1,CAIXAS ESCOLARES e similares,
^A P M E E ,10,1,1,CAIXAS ESCOLARES e similares,
^A P M EEPG,10,1,1,CAIXAS ESCOLARES e similares,
^A P M ESCOLA,10,1,1,CAIXAS ESCOLARES e similares,
^A P M F DO COL,10,1,1,CAIXAS ESCOLARES e similares,
^A P M F ESCOLA RURAL,10,1,1,CAIXAS ESCOLARES e similares,
^A P M F PROFESSORA,10,1,1,CAIXAS ESCOLARES e similares,
^A P M-E\\.M\\.,10,1,1,CAIXAS ESCOLARES e similares,
^A P\\. M DA EMEF,10,1,1,CAIXAS ESCOLARES e similares,
^A PM COLEGIO ESTADUAL,10,1,1,CAIXAS ESCOLARES e similares,
^A\\. A\\. A\\. CRECHE MUNICIPAL,10,1,1,CAIXAS ESCOLARES e similares,
^A\\. A\\. E\\.,10,1,1,CAIXAS ESCOLARES e similares,
^A\\. A\\. P\\. DA ESCOLA NIL,10,1,1,CAIXAS ESCOLARES e similares,
^A\\. P\\. M\\.,10,1,1,CAIXAS ESCOLARES e similares,
^A\\.P\\.M ,10,1,1,CAIXAS ESCOLARES e similares,
^A\\.P\\.M\\. ,10,1,1,CAIXAS ESCOLARES e similares,
^A\\.P\\.M\\.,10,1,1,CAIXAS ESCOLARES e similares,
^A\\.PM\\.,10,1,1,CAIXAS ESCOLARES e similares,
^AAE-COLEGIO ESTADUAL,10,1,1,CAIXAS ESCOLARES e similares,
^AAE-EE ,10,1,1,CAIXAS ESCOLARES e similares,
^AAEM ,10,1,1,CAIXAS ESCOLARES e similares,
^AAEMEI ,10,1,1,CAIXAS ESCOLARES e similares,
^ACE - ESCOLA MUNICIPAL ,10,1,1,CAIXAS ESCOLARES e similares,
^AP\\.M\\.,10,1,1,CAIXAS ESCOLARES e similares,
^APAF ASSOC\\.DE PROFS ALUNOS E FUNCS\\.,10,1,1,CAIXAS ESCOLARES e similares,
^APAFEC,10,1,1,CAIXAS ESCOLARES e similares,
^APF CMEI ,10,1,1,CAIXAS ESCOLARES e similares,
^APM/CEI\\.,10,1,1,CAIXAS ESCOLARES e similares,
^APM/EE PROF,10,1,1,CAIXAS ESCOLARES e similares,
^APM\\.EM\\.PROF\\.ELZA,10,1,1,CAIXAS ESCOLARES e similares,
^APM\\.ESC RURAL MUN,10,1,1,CAIXAS ESCOLARES e similares,
^APP PARA,10,1,1,CAIXAS ESCOLARES e similares,
^APP-CEIM,10,1,1,CAIXAS ESCOLARES e similares,
^APP DA ESC\\. DE ED\\. BAS,10,1,1,CAIXAS ESCOLARES e similares,
^AS DE PAIS E MEST,10,1,1,CAIXAS ESCOLARES e similares,
^AS DE PAIS E PROF ,10,1,1,CAIXAS ESCOLARES e similares,
^AS EX-AL EX-PROF COL E ,10,1,1,CAIXAS ESCOLARES e similares,
^AS\\. DE PAIS MEST\\.E,10,1,1,CAIXAS ESCOLARES e similares,
^ASOC DE PAIS E MEST,10,1,1,CAIXAS ESCOLARES e similares,
^ASOC DE PAIS MEST,10,1,1,CAIXAS ESCOLARES e similares,
^ASOC PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASOC\\.DE PAIS MEST\\.,10,1,1,CAIXAS ESCOLARES e similares,
^ASOCIACAO DE PAIS ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASOCIACAO DE PAIS E MEST,10,1,1,CAIXAS ESCOLARES e similares,
^ASOCIACAO DE PAIS E PROFESSORES,10,1,1,CAIXAS ESCOLARES e similares,
^ASOCIACAO DE PAIS MESTR,10,1,1,CAIXAS ESCOLARES e similares,
^ASOOC DE P M C DO C M DE EDUC,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE APOIO AS EE,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE APOIO EE,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE P E M DA CASA DA CRI,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE P E MEST ,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE P M DA ESC,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PAES E MESTRE,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PAES PROFESSORES,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PAIS DE ALU DO CENINT,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PAIS DE ALUNOS DOS ESTAB PRIV,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PAIS E MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PAIS E PROF ,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PAIS PROF,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PAIS MESTRES E FUNC,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PM DA EEF,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PROF E ALUNOS,10,1,1,CAIXAS ESCOLARES e similares,
^ASS DE PROF E FUNC E E,10,1,1,CAIXAS ESCOLARES e similares,
^ASS E C AEC,10,1,1,CAIXAS ESCOLARES e similares,
^ASS ESC DE PAIS E MESTR,10,1,1,CAIXAS ESCOLARES e similares,
^ASS ESCOLAR,10,1,1,CAIXAS ESCOLARES e similares,
^ASS PAES E MEST E COM,10,1,1,CAIXAS ESCOLARES e similares,
^ASS PAIS E COM EDUCAR,10,1,1,CAIXAS ESCOLARES e similares,
^ASS PAIS E M DO G E,10,1,1,CAIXAS ESCOLARES e similares,
^ASS PAIS E MESTRE,10,1,1,CAIXAS ESCOLARES e similares,
^ASS PAIS E PROF,10,1,1,CAIXAS ESCOLARES e similares,
^ASS PAIS MEST,10,1,1,CAIXAS ESCOLARES e similares,
^ASS PAIS PROF,10,1,1,CAIXAS ESCOLARES e similares,
^ASS PAIS MESTRES,10,1,1,CAIXAS ESCOLARES e similares,
